접수번호,성명,생년월일,성별,연락처,최종학력,자격종목,등급,시험유형,회차,시험구분,응시자격유형,시험지역,시험장,시험일자,교시,수수료,감면유형,감면금액,최종결제금액,결제수단,결제상태,접수상태,접수일시,사용맥락
DN2026422673,오복남,1966-02-03,남,010-4780-1338,초등학교졸업,전기기능사,기능사,정기,1,필기,경력,충남,천안시험장,2026-11-02,5,14500,차상위계층,7250,7250,신용카드,완료,접수완료,2026-08-15 16:57:00,가족보조
DN2026058951,박갑수,1954-11-15,남,010-5878-3858,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,대전,대전시험장,2026-11-26,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 13:33:00,가족보조
DN2026461055,김영호,1931-04-10,남,010-2227-3617,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-18,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 13:39:00,가족보조
DN2026044398,우복남,1933-10-25,남,010-3981-1847,대학교졸,한식조리기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-09-15,4,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-11 20:10:00,가족보조
DN2026691979,남갑수,1935-10-07,남,010-3102-4684,중학교졸업,전기기능사,기능사,정기,3,필기,비전공자,대구,대구시험장,2026-10-16,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 15:30:00,복지관
DN2026976955,손병수,1963-10-07,남,010-7762-1226,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,고양시험장,2026-11-03,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-11 10:33:00,본인단독
DN2026886002,류명자,1940-02-19,여,010-2099-7562,무학,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-11-21,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 14:04:00,본인단독
DN2026765922,노만복,1942-01-26,남,010-1196-1290,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,부산,부산남부시험장,2026-09-21,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 21:57:00,가족보조
DN2026500103,곽계순,1965-09-23,여,010-3966-4314,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,수원시험장,2026-10-18,5,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-19 18:28:00,가족보조
DN2026045674,노필순,1966-12-16,여,010-4830-7592,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,울산,울산시험장,2026-09-23,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 12:56:00,본인단독
DN2026547921,홍광수,1945-07-13,남,010-1343-8304,고등학교졸업,전기기능사,기능사,정기,4,필기,경력,강원,춘천시험장,2026-10-26,3,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-03 21:47:00,가족보조
DN2026474890,송경자,1964-12-13,여,010-7043-2984,무학,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-10-24,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-19 15:26:00,가족보조
DN2026000561,민운순,1949-06-05,여,010-7674-3064,중학교졸업,전기기능사,기능사,정기,1,필기,비전공자,제주,제주시험장,2026-09-23,2,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-18 21:34:00,복지관
DN2026212019,유운순,1939-10-02,여,010-7916-4352,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,서울,서울1시험장,2026-11-24,4,14500,없음,0,14500,신용카드,환불,취소,2026-08-17 10:52:00,복지관
DN2026817344,성동석,1939-03-20,남,010-4063-5603,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,전북,전주시험장,2026-09-23,4,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-16 18:09:00,복지관
DN2026019546,남봉숙,1959-04-17,여,010-8212-1837,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-10-19,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-06 16:37:00,복지관
DN2026246680,김영수,1935-12-20,남,010-7430-3472,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,제주,제주시험장,2026-09-06,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 11:34:00,가족보조
DN2026985483,하정자,1958-09-10,여,010-3564-8337,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-11-27,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 16:59:00,본인단독
DN2026810069,박운순,1948-03-15,여,010-1557-4243,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-09-13,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-10 22:20:00,본인단독
DN2026111006,차인순,1934-09-11,여,010-4431-6799,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-11-16,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 18:18:00,복지관
DN2026537064,한귀순,1953-11-03,여,010-1688-6139,중학교졸업,전기기능사,기능사,정기,3,필기,관련학과졸업,충남,천안시험장,2026-09-02,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 09:22:00,복지관
DN2026097997,구순자,1938-09-12,여,010-1556-8185,고등학교졸업,전기기능사,기능사,정기,3,필기,비전공자,충북,청주시험장,2026-11-27,5,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-02 10:14:00,복지관
DN2026602332,백두만,1930-09-26,남,010-5276-6653,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충남,천안시험장,2026-11-07,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-13 12:33:00,가족보조
DN2026241796,성만복,1937-07-12,남,010-1494-4582,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산남부시험장,2026-11-10,1,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-08 15:24:00,복지관
DN2026906312,노영숙,1945-12-25,여,010-3209-9609,대학원졸,전기기능사,기능사,정기,1,필기,경력,경기,성남시험장,2026-09-15,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-02 12:24:00,가족보조
DN2026121665,장상길,1930-05-28,남,010-7022-5170,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-11-08,3,14500,기초생활수급자,7250,7250,계좌이체,대기,결제대기,2026-08-14 19:32:00,복지관
DN2026499326,곽상길,1951-01-22,남,010-2268-2767,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,강원,춘천시험장,2026-09-04,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 10:33:00,복지관
DN2026622540,안만수,1940-01-12,남,010-3541-5450,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,부산,부산남부시험장,2026-10-12,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 10:28:00,복지관
DN2026453178,백삼석,1938-11-06,남,010-8931-7078,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-09-22,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-14 11:31:00,복지관
DN2026077960,신기철,1957-08-02,남,010-2880-4829,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경기,수원시험장,2026-11-24,2,14500,없음,0,14500,신용카드,환불,취소,2026-08-02 20:23:00,본인단독
DN2026345117,구선옥,1949-05-28,여,010-7530-8178,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-10-28,5,14500,차상위계층,7250,7250,가상계좌,완료,접수완료,2026-08-07 10:47:00,가족보조
DN2026100483,오복남,1946-09-23,남,010-5331-7047,대학교졸,한식조리기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-09-12,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 17:54:00,복지관
DN2026277830,강복순,1943-08-23,여,010-8631-4627,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-10-21,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-07 15:16:00,가족보조
DN2026990894,민철수,1929-04-07,남,010-7035-2124,대학원졸,전기기능사,기능사,정기,4,필기,관련학과졸업,경남,창원시험장,2026-10-02,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-06 20:01:00,복지관
DN2026296070,유두만,1959-02-02,남,010-4523-8232,고등학교졸업,전기기능사,기능사,정기,1,필기,경력,충남,천안시험장,2026-11-26,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 19:16:00,복지관
DN2026185639,허경자,1955-08-01,여,010-9958-1062,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-09-09,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-07 12:50:00,복지관
DN2026015178,한말자,1950-03-26,여,010-9461-9935,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,경기,수원시험장,2026-09-24,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-02 17:57:00,본인단독
DN2026635143,권재호,1933-12-03,남,010-3309-4677,고등학교졸업,전기기능사,기능사,정기,1,필기,비전공자,부산,부산시험장,2026-11-25,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 11:48:00,가족보조
DN2026527339,고계순,1946-04-27,여,010-9317-5011,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,울산,울산시험장,2026-11-26,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-10 12:56:00,복지관
DN2026794054,성갑순,1930-03-25,여,010-3401-9990,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-09-22,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 22:14:00,복지관
DN2026182185,문영숙,1955-10-03,여,010-3495-9792,대학교졸,한식조리기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-10-22,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 11:21:00,가족보조
DN2026545725,장점순,1966-10-26,여,010-7216-1210,무학,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-10-26,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-11 09:56:00,가족보조
DN2026374621,배동호,1947-03-07,남,010-2339-4150,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-10-14,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-04 13:25:00,본인단독
DN2026441911,양일남,1963-02-16,남,010-6758-2141,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-24,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-19 12:21:00,가족보조
DN2026419865,성경자,1966-12-07,여,010-8731-5584,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-11-12,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-10 11:54:00,본인단독
DN2026565785,김점순,1963-11-15,여,010-5171-6994,고등학교졸업,전기기능사,기능사,정기,1,필기,관련학과졸업,대전,대전시험장,2026-11-19,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-16 19:29:00,가족보조
DN2026732313,윤순자,1941-11-03,여,010-3242-5034,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,대전,대전시험장,2026-11-20,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 10:00:00,가족보조
DN2026354774,양귀순,1965-12-04,여,010-5711-8526,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-11-27,1,14500,없음,0,14500,신용카드,대기,결제대기,2026-08-06 11:36:00,본인단독
DN2026058382,장정순,1941-09-12,여,010-8482-4684,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-10-05,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 11:53:00,본인단독
DN2026472156,조귀순,1934-11-15,여,010-9216-9519,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-11-08,3,14500,장애인,7250,7250,계좌이체,환불,취소,2026-08-07 12:18:00,가족보조
DN2026412371,고일남,1951-09-22,남,010-7584-8679,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,강원,춘천시험장,2026-10-13,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-08 20:02:00,가족보조
DN2026515482,민삼석,1956-07-24,남,010-3070-8915,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,부산,부산시험장,2026-10-28,2,14500,국가유공자,7250,7250,가상계좌,완료,접수완료,2026-08-04 22:32:00,본인단독
DN2026341226,안말순,1934-07-08,여,010-3224-5176,대학원졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-10-21,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-06 13:22:00,본인단독
DN2026503597,구정호,1940-08-15,남,010-7888-3565,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,부산,부산남부시험장,2026-09-22,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 12:30:00,가족보조
DN2026314189,정만복,1963-11-06,남,010-2583-9520,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-10-12,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-11 15:28:00,본인단독
DN2026507780,양정자,1938-08-17,여,010-6228-4982,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-10-09,2,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-15 15:19:00,본인단독
DN2026286496,강태호,1929-05-13,남,010-8397-2477,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경기,수원시험장,2026-10-22,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-05 12:25:00,본인단독
DN2026970011,양영호,1962-06-27,남,010-3819-1764,중학교졸업,전기기능사,기능사,정기,3,필기,경력,경남,창원시험장,2026-09-07,4,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-18 18:04:00,가족보조
DN2026317515,안영자,1935-11-21,여,010-4839-9473,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-09-09,4,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-03 13:37:00,본인단독
DN2026800513,정말순,1944-08-08,여,010-6777-9933,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-09-23,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 19:10:00,복지관
DN2026212303,고영자,1948-03-09,여,010-8475-7725,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-11-19,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-13 12:41:00,복지관
DN2026271173,안선옥,1956-02-27,여,010-9042-3927,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-09-23,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 11:03:00,가족보조
DN2026251338,안근호,1948-10-21,남,010-2164-8086,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-09-07,4,14500,국가유공자,7250,7250,가상계좌,환불,취소,2026-08-15 16:40:00,복지관
DN2026521435,김순옥,1950-08-04,여,010-4092-3263,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,경기,수원시험장,2026-09-11,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-05 11:04:00,복지관
DN2026186140,이만수,1959-05-11,남,010-3068-7931,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-09-10,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-11 10:23:00,가족보조
DN2026518957,김경자,1956-12-21,여,010-3236-9286,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,전북,전주시험장,2026-09-07,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 17:40:00,가족보조
DN2026340194,곽광수,1931-11-17,남,010-6345-7608,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-09-15,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-18 14:25:00,가족보조
DN2026206087,양정호,1948-03-24,남,010-8313-4710,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-09-05,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 13:42:00,복지관
DN2026177906,우원호,1955-09-22,남,010-3771-3184,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,전북,전주시험장,2026-11-15,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-02 12:17:00,복지관
DN2026612353,홍계순,1947-11-10,여,010-4869-1362,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-15,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-07 15:34:00,본인단독
DN2026287736,민말순,1932-11-14,여,010-3874-2302,초등학교졸업,전기기능사,기능사,정기,1,필기,경력,광주,광주시험장,2026-10-10,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-04 20:40:00,가족보조
DN2026411230,안필호,1943-10-24,남,010-9682-7833,대학원졸,전기기능사,기능사,정기,3,필기,관련학과졸업,광주,광주시험장,2026-11-12,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-12 18:51:00,가족보조
DN2026365012,이영자,1945-09-28,여,010-7023-7315,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,울산,울산시험장,2026-09-14,2,14500,기초생활수급자,7250,7250,신용카드,환불,취소,2026-08-19 13:22:00,복지관
DN2026107646,안영호,1937-05-15,남,010-5469-3103,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-10-10,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-05 13:54:00,가족보조
DN2026305386,신명자,1953-07-04,여,010-6808-9541,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-11-20,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-02 16:52:00,본인단독
DN2026835292,주계순,1928-04-22,여,010-7324-7121,전문대졸,한식조리기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-09-27,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-16 11:57:00,가족보조
DN2026606902,권용기,1945-12-06,남,010-2469-3715,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-10-12,4,14500,없음,0,14500,신용카드,대기,결제대기,2026-08-11 11:09:00,가족보조
DN2026845710,최삼석,1931-12-07,남,010-6115-4348,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-11-09,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 15:11:00,본인단독
DN2026201142,허종수,1951-12-20,남,010-5502-2456,무학,전기기능사,기능사,정기,4,필기,경력,광주,광주시험장,2026-10-22,2,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-08 12:58:00,복지관
DN2026024052,한복남,1961-06-28,남,010-2720-1573,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-10-17,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-05 13:05:00,복지관
DN2026359018,윤순자,1932-02-20,여,010-3666-8021,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,서울,서울남부시험장,2026-10-08,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 17:47:00,본인단독
DN2026987781,구영숙,1954-05-11,여,010-5155-2553,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-09-01,3,14500,장애인,7250,7250,신용카드,완료,접수완료,2026-08-18 13:08:00,복지관
DN2026617624,성종수,1931-10-07,남,010-1392-9593,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-10-22,5,14500,없음,0,14500,가상계좌,환불,취소,2026-08-16 13:34:00,가족보조
DN2026987037,신순옥,1942-06-25,여,010-9532-4362,초등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-10-11,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 20:23:00,복지관
DN2026949131,주재호,1936-09-04,남,010-5349-8276,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-10-08,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-12 14:11:00,본인단독
DN2026699624,허순옥,1955-03-16,여,010-8200-3787,초등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-09-13,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 15:05:00,가족보조
DN2026079285,차일남,1948-04-13,남,010-9574-2859,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-09-20,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-14 11:17:00,본인단독
DN2026439005,남정호,1930-02-21,남,010-5072-7517,무학,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-11-16,4,14500,차상위계층,7250,7250,가상계좌,완료,접수완료,2026-08-04 16:20:00,본인단독
DN2026963957,차선옥,1932-08-27,여,010-5758-1495,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-09-11,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-11 21:22:00,가족보조
DN2026169578,양영호,1944-05-05,남,010-2855-4947,대학원졸,한식조리기능사,기능사,상시CBT,,필기,경력,대전,대전시험장,2026-11-28,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-18 18:39:00,복지관
DN2026551726,정광수,1933-02-21,남,010-6946-7554,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-11-15,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 11:20:00,가족보조
DN2026837906,서옥분,1945-04-20,여,010-8916-9180,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,부산,부산시험장,2026-10-12,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 13:15:00,복지관
DN2026669797,윤명자,1945-05-01,여,010-6654-3120,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-28,1,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-11 19:40:00,복지관
DN2026489356,남동호,1960-11-26,남,010-6239-6534,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경기,수원시험장,2026-11-27,3,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-18 15:48:00,본인단독
DN2026298644,전옥분,1949-06-01,여,010-5034-2437,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,부산,부산시험장,2026-11-25,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-12 14:18:00,가족보조
DN2026908817,곽점순,1950-07-26,여,010-2373-4823,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-10-21,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 18:04:00,복지관
DN2026937710,류경자,1965-03-22,여,010-6751-4149,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,제주,제주시험장,2026-11-25,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-16 11:27:00,복지관
DN2026353781,권명자,1954-03-11,여,010-3376-9369,대학교졸,전기기능사,기능사,정기,1,필기,비전공자,광주,광주시험장,2026-11-04,4,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-02 22:51:00,복지관
DN2026935195,허정자,1940-01-06,여,010-6365-8624,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-11-17,1,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-05 19:04:00,가족보조
DN2026237773,정경자,1928-06-01,여,010-3352-4582,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,제주,제주시험장,2026-11-25,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-07 18:41:00,복지관
DN2026728020,오복남,1943-08-23,남,010-4440-4398,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-10-21,4,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-04 21:04:00,복지관
DN2026206360,이동호,1930-03-09,남,010-7863-5193,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,전북,전주시험장,2026-10-17,1,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-07 12:39:00,본인단독
DN2026621749,전복순,1960-03-02,여,010-9738-8616,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-11-23,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 13:18:00,복지관
DN2026105163,이용기,1960-06-17,남,010-4004-3462,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-09-28,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 18:30:00,가족보조
DN2026337737,최정호,1956-07-27,남,010-6174-2465,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울2시험장,2026-11-13,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-11 11:00:00,가족보조
DN2026994325,조영숙,1940-04-14,여,010-1522-1282,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,울산,울산시험장,2026-11-18,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 18:19:00,복지관
DN2026893385,안미자,1954-03-25,여,010-8818-4792,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,서울,서울남부시험장,2026-09-21,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-11 14:24:00,복지관
DN2026421902,한영수,1940-03-10,남,010-9691-8401,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-09-22,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-08 21:34:00,가족보조
DN2026908257,유필호,1933-07-22,남,010-4897-5309,고등학교졸업,전기기능사,기능사,정기,2,필기,비전공자,부산,부산남부시험장,2026-10-08,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-16 20:58:00,복지관
DN2026970177,곽두만,1952-05-08,남,010-5657-3069,고등학교졸업,전기기능사,기능사,정기,2,필기,관련학과졸업,제주,제주시험장,2026-09-01,3,14500,차상위계층,7250,7250,계좌이체,완료,접수완료,2026-08-04 13:42:00,가족보조
DN2026395787,강복남,1963-04-01,남,010-4400-3151,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-11-23,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 11:43:00,복지관
DN2026979457,최영자,1944-09-20,여,010-6479-9788,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,서울,서울남부시험장,2026-11-18,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-16 09:37:00,복지관
